Wall time,Step,Before,After
1644412004,2,0.232556134,0.315703481
1644412007,2,0.24735938,0.240760118
1644412008,2,0.236813366,0.240379542
1644412009,2,0.257077456,0.269305885
1644412013,2,0.244875178,0.255146742
1644412013,2,0.241477817,0.222636566
1644412014,2,0.217200518,0.2872774
1644412015,2,0.272703528,0.189033002
1644412018,2,0.200038388,0.257377237
1644412020,2,0.242615268,0.221975937
1644412022,2,0.216716081,0.333992243
1644412023,2,0.294833779,0.294329822
1644412028,2,0.17731832,0.216066897
1644412030,2,0.248833999,0.253381312
1644412051,3,0.249156043,0.222689971
1644412053,3,0.217355818,0.237119734
1644412056,3,0.25044781,0.228498533
1644412059,3,0.246581674,0.21549733
1644412060,3,0.229272291,0.238257408
1644412061,3,0.223994032,0.230522215
1644412063,3,0.273155093,0.302445799
1644412064,3,0.189619407,0.220069736
1644412066,3,0.216611043,0.245326415
1644412066,3,0.204520851,0.235342503
1644412067,3,0.24955672,0.230661407
1644412069,3,0.149832174,0.239798352
1644412070,3,0.290820688,0.231835082
1644412071,3,0.201107115,0.197569653
1644412072,3,0.180217773,0.224563271
1644412077,3,0.247160986,0.272284657
1644412079,3,0.186005741,0.202566907
1644412080,3,0.215875909,0.278631151
1644412081,3,0.229994431,0.251221836
1644412088,3,0.260322928,0.247561038
1644412089,3,0.209879741,0.186329216
1644412089,3,0.180799603,0.257702976
1644412090,3,0.226342604,0.274852186
1644412090,3,0.228156552,0.215789139
1644412090,3,0.189840689,0.263400555
1644412092,3,0.169443563,0.203136101
1644412092,3,0.254556388,0.278000355
1644412093,3,0.272285879,0.241665095
1644412093,3,0.265171736,0.21383135
1644412093,3,0.247318625,0.244006649
1644412094,3,0.258860081,0.200977951
1644412098,3,0.235909298,0.207721815
1644412099,3,0.226076722,0.23842527
1644412102,3,0.216644093,0.231754363
1644412103,3,0.25736469,0.253750682
